uuid,spot_number,shot_number,shots_in_spot,image_filename,image_width,image_height,image_quality,capture_datetime,latitude,longitude,altitude_m,altitude_accuracy_m,gps_accuracy_m,gps_reading_count,camera_pitch,camera_roll,camera_heading,municipality,barangay,farm_name,crops,temperature_c,humidity_percent,notes,device_id,capture_mode,ph,k,p,n
55315d2c,4,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_003629_55315d2c.jpg,1080.0,1080.0,1080p,2026-01-21T00:36:29.431Z,16.453982,120.59158,1358.0,8.0,3.2,1.0,18.0,-46.0,12.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",16.9,79.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,0.0,0.0
ee421acd,4,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_003632_ee421acd.jpg,1080.0,1080.0,1080p,2026-01-21T00:36:32.033Z,16.453982,120.59158,1358.0,8.0,3.2,1.0,10.0,-45.0,19.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",16.9,79.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,0.0,0.0
281325cc,4,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_003635_281325cc.jpg,1080.0,1080.0,1080p,2026-01-21T00:36:35.067Z,16.45397,120.591565,1358.0,8.0,3.0,1.0,6.0,-52.0,64.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",16.9,79.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,0.0,0.0
a267e8e4,4,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_003642_a267e8e4.jpg,1080.0,1080.0,1080p,2026-01-21T00:36:42.426Z,16.453973,120.591587,1358.0,8.0,3.0,1.0,-3.0,-58.0,94.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",16.9,79.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,0.0,0.0
1cbd1b47,4,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_003652_1cbd1b47.jpg,1080.0,1080.0,1080p,2026-01-21T00:36:52.449Z,16.453985,120.591603,1358.0,8.0,3.0,1.0,-3.0,-64.0,168.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",16.9,79.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,0.0,0.0
e1fd8742,4,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_003655_e1fd8742.jpg,1080.0,1080.0,1080p,2026-01-21T00:36:55.349Z,16.453985,120.591603,1358.0,8.0,3.0,1.0,-4.0,-62.0,180.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",16.9,79.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,0.0,0.0
4c2520cf,4,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_003658_4c2520cf.jpg,1080.0,1080.0,1080p,2026-01-21T00:36:58.394Z,16.453985,120.591603,1358.0,8.0,3.0,1.0,-3.0,-59.0,184.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",16.9,79.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,0.0,0.0
159c3310,4,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_003702_159c3310.jpg,1080.0,1080.0,1080p,2026-01-21T00:37:02.237Z,16.453985,120.591603,1358.0,8.0,3.0,1.0,-2.0,-61.0,195.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",16.9,79.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,0.0,0.0
5b589b5c,4,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_003705_5b589b5c.jpg,1080.0,1080.0,1080p,2026-01-21T00:37:05.648Z,16.453985,120.591603,1358.0,8.0,3.0,1.0,-1.0,-59.0,186.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",16.9,79.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,0.0,0.0
acc00303,4,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_003708_acc00303.jpg,1080.0,1080.0,1080p,2026-01-21T00:37:08.459Z,16.453985,120.591603,1358.0,8.0,3.0,1.0,-1.0,-55.0,187.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",16.9,79.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,0.0,0.0
9204a9b8,5,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004129_9204a9b8.jpg,1080.0,1080.0,1080p,2026-01-21T00:41:29.043Z,16.45396,120.591679,1360.0,10.0,3.7,1.0,6.0,0.0,175.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese",18.0,71.0,,realme_RMX3840_0FE2DF,field,6.8,0.0,0.0,0.0
020ef6fd,5,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004140_020ef6fd.jpg,1080.0,1080.0,1080p,2026-01-21T00:41:40.865Z,16.45396,120.591679,1360.0,10.0,3.7,1.0,14.0,-1.0,121.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese",18.0,71.0,,realme_RMX3840_0FE2DF,field,6.8,0.0,0.0,0.0
082546ed,5,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004152_082546ed.jpg,1080.0,1080.0,1080p,2026-01-21T00:41:52.818Z,16.453946,120.591665,1359.0,5.0,3.6,1.0,24.0,-2.0,0.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese",18.0,71.0,,realme_RMX3840_0FE2DF,field,6.8,0.0,0.0,0.0
fa7addeb,5,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004202_fa7addeb.jpg,1080.0,1080.0,1080p,2026-01-21T00:42:02.595Z,16.453938,120.591647,1358.0,6.0,3.4,1.0,20.0,6.0,250.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese",18.0,71.0,,realme_RMX3840_0FE2DF,field,6.8,0.0,0.0,0.0
4d98bc98,5,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004205_4d98bc98.jpg,1080.0,1080.0,1080p,2026-01-21T00:42:05.813Z,16.453938,120.591647,1358.0,6.0,3.4,1.0,21.0,6.0,250.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese",18.0,71.0,,realme_RMX3840_0FE2DF,field,6.8,0.0,0.0,0.0
155e70d1,6,1,5,images/2026/01/21/latrinidad_balili_bsuback_20260121_060148_155e70d1.jpg,1080.0,1080.0,1080p,2026-01-21T06:01:48.818Z,,,,,,,23.0,3.0,251.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",,,,TECNO_TECNO_CM8_DF2CAC,controlled,6.4,0.0,0.0,0.0
f5c9a8f3,6,2,5,images/2026/01/21/latrinidad_balili_bsuback_20260121_060152_f5c9a8f3.jpg,1080.0,1080.0,1080p,2026-01-21T06:01:52.977Z,,,,,,,24.0,2.0,214.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",,,,TECNO_TECNO_CM8_DF2CAC,controlled,6.4,0.0,0.0,0.0
e19ffe61,6,3,5,images/2026/01/21/latrinidad_balili_bsuback_20260121_060157_e19ffe61.jpg,1080.0,1080.0,1080p,2026-01-21T06:01:57.557Z,,,,,,,33.0,1.0,273.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",,,,TECNO_TECNO_CM8_DF2CAC,controlled,6.4,0.0,0.0,0.0
735da657,6,4,5,images/2026/01/21/latrinidad_balili_bsuback_20260121_060201_735da657.jpg,1080.0,1080.0,1080p,2026-01-21T06:02:01.963Z,,,,,,,17.0,5.0,213.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",,,,TECNO_TECNO_CM8_DF2CAC,controlled,6.4,0.0,0.0,0.0
c037476b,6,5,5,images/2026/01/21/latrinidad_balili_bsuback_20260121_060206_c037476b.jpg,1080.0,1080.0,1080p,2026-01-21T06:02:06.784Z,,,,,,,39.0,0.0,215.0,La Trinidad,Balili,BSU Back,"cabbage,custom_chinese_cabbage",,,,TECNO_TECNO_CM8_DF2CAC,controlled,6.4,0.0,0.0,0.0
f01ef4c7,6,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004412_f01ef4c7.jpg,1080.0,1080.0,1080p,2026-01-21T00:44:12.092Z,16.453841,120.591565,1360.0,3.0,3.1,1.0,26.0,1.0,78.0,La Trinidad,Balili,BSU Back,potato,18.0,71.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,0.0,0.0
4df6a355,6,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004415_4df6a355.jpg,1080.0,1080.0,1080p,2026-01-21T00:44:15.285Z,16.453841,120.591565,1360.0,3.0,3.1,1.0,25.0,-1.0,80.0,La Trinidad,Balili,BSU Back,potato,18.0,71.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,0.0,0.0
f039d994,6,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004424_f039d994.jpg,1080.0,1080.0,1080p,2026-01-21T00:44:24.676Z,16.453841,120.591565,1360.0,3.0,3.1,1.0,29.0,1.0,148.0,La Trinidad,Balili,BSU Back,potato,18.0,71.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,0.0,0.0
27547ad7,6,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004428_27547ad7.jpg,1080.0,1080.0,1080p,2026-01-21T00:44:28.071Z,16.453841,120.591565,1360.0,3.0,3.1,1.0,28.0,-1.0,148.0,La Trinidad,Balili,BSU Back,potato,18.0,71.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,0.0,0.0
2a2e7ac0,6,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004437_2a2e7ac0.jpg,1080.0,1080.0,1080p,2026-01-21T00:44:37.605Z,16.453841,120.591565,1360.0,3.0,3.1,1.0,31.0,-2.0,248.0,La Trinidad,Balili,BSU Back,potato,18.0,71.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,0.0,0.0
d476c328,6,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004441_d476c328.jpg,1080.0,1080.0,1080p,2026-01-21T00:44:41.054Z,16.453841,120.591565,1360.0,3.0,3.1,1.0,32.0,-1.0,248.0,La Trinidad,Balili,BSU Back,potato,18.0,71.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,0.0,0.0
24fd4136,6,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004449_24fd4136.jpg,1080.0,1080.0,1080p,2026-01-21T00:44:49.708Z,16.453841,120.591565,1360.0,3.0,3.1,1.0,34.0,2.0,327.0,La Trinidad,Balili,BSU Back,potato,18.0,71.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,0.0,0.0
23da0fff,6,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004453_23da0fff.jpg,1080.0,1080.0,1080p,2026-01-21T00:44:53.045Z,16.453841,120.591565,1360.0,3.0,3.1,1.0,35.0,2.0,326.0,La Trinidad,Balili,BSU Back,potato,18.0,71.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,0.0,0.0
dd052179,6,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_004459_dd052179.jpg,1080.0,1080.0,1080p,2026-01-21T00:44:59.560Z,16.453841,120.591565,1360.0,3.0,3.1,1.0,-1.0,1.0,325.0,La Trinidad,Balili,BSU Back,potato,18.0,71.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,0.0,0.0
